ID,SMILES,LogP
226,ClC(Cl)C(=O)NC(C(C1=CC=C(C=C1)I)O)CO,3.55
227,C12=C(C(=C(OC)C=C1CCC(NC(OCC)=O)C=3C2=CC=C(OC)C(=O)C=3)OC)OC,3.548
228,C1=CC=C(C(C(=O)OC)=C1)NC(C2=CC=C(COC=3C(=CC(=CC=3)CCC)OC)O2)=O,7.703
229,O=C(C(SC1=CC=CC=C1)C=2C=CC=CC=2)C(C3=NC=4C(N3C)=CC=CC=4)C#N,6.752
230,O=S(=O)(C=1C(=CC2=C(S(=O)(=O)NC(CC3=CC=CC=C3)=N2)C=1)Cl)N,3.114
231,C=1C2(C)C3(C(CC4(C(CC(C4(O)C(CCl)=O)C)C3CC=C2CC(=O)C=1)C)O)F,3.814
232,C1CC(CCC1)N2C(=NC=3SC(C)=C(C=3C2=O)C)SCC(=O)N4CCCC4,6.626
233,C=1(C=CC=CC=1)N(CC)C(C(C)OC(C=2C=C(C(OC)=C(C=2)OC)OC)=O)=O,4.75
234,COC1=CC=2N3C(CC4OCCC5CN6C7CC5C4C3C7(CC6)C=2C=C1OC)=O,2.185
235,FC(F)(F)C(=O)C(NC(CN1C(=O)C(=CC=C1C=2C=CC=CC=2)N)=O)C(C)C,2.964
236,CC(C)CC(C(=O)NC(CC(=O)O)C(N)=O)NC(=O)C(C(CC)C)NC(C)=O,1.783
237,FC(F)(F)C=1C=C2N(C3=CC=CC=C3SC2=CC=1)CCCN4CCN(CC4)C,6.493
238,C=1C(=CC=C2NC(C=NC(C=3C=C(C=CC=3)Br)C=12)=O)Br,5.57
239,C1=CC(Br)=CC=C1C=2SC(NN=2)=NC(=O)C=3C(=CC=CC=3OC)OC,5.709
240,S1CCSC1=C(C(OCCCCCCC)=O)C(OCCCCCCC)=O,9.321
241,FC(F)(F)C=1N(C(=C(C=1Br)C#N)C2=CC=C(Cl)C=C2)COCC,5.915
242,OCC(=O)C1(OC(C)=O)CCC2C3C(C(O)CC12C)C4(CCC(CC4=CC3)=O)C,3.727
243,C1CCCC2=C(SC(NC(=O)CSC3=NN=C(S3)C)=C2C(=O)OCC)C1,5.803
244,C1(NC(NC(C)=C1C=CC(NC(CS(CSCCCC)=O)CO)=O)=O)=O,1.52
245,CC1(C)CC2=NC3=NC=NN3C(C=4C(=CC=C(Br)C=4)OCC)C2C(=O)C1,5.987
246,FC(F)(F)C=1N2C(=CC(C(N3CC(C)OC(C3)C)=O)=N2)N=C(C4=CN(N=C4C)C)C=1,5.517
247,C(CCOCCOP(OCCOCCCC)(OCCOCCCC)=O)C,5.853
248,CC(C)CC(C(=O)NC(C(NC(CCCN=C(N)N)C(=O)O)=O)CC1=CC=CC=C1)N,1.262
249,CN(C(N(CCCCC(NC(=O)C)C(NCC1=CC=CC=C1)=O)CCC)=O)N=O,2.956
250,CN(C)C(N(C)C)=S(C=1C=CC(NC(C)=O)=CC=1)I,-0.082
251,C1CN(CCC1N(C)C2=NC=3C(=CC=CC=3)S2)CCCCOC=4C=CC(F)=CC=4,6.933
252,CC(C)OP(OC(C)C)(=S)SCCNS(=O)(=O)C=1C=CC=CC=1,5.525
253,O1C(=N)C(C(C2=C(C3=C(C)SC(=C3)C)NN=C12)C=4C=CC(=CC=4)NC(=O)C)C#N,5.595
254,O(C=1C(O)=C(OC)C=2C3=CC=C(OC)C(=O)C=C3C(NC(C)=O)CCC=2C=1)C,2.237
255,O=S(=O)(C=1C(=CC=2N=C(NS(=O)(=O)C=2C=1)CSCC3=CC=CC=C3)Cl)N,3.441
256,CN(C)C(N(C)C)=S(I)C=1C=CC(S(=O)(=O)NC)=CC=1,0.17
257,C1(=CC=C(C=C1NC(C=2OC=CC=2)=O)C(N3C(=O)C4=C(C=CC=C4C3=O)N)=O)C,5.002
258,C(C(=O)O)N(CC(=O)O)CC(=O)NC1=CC=C(C(Br)=C1)CCCC,1.199
259,C=1C=C(Cl)C=CC=1C=2C(=C(N=C(O)N=2)C=3C=CC(Cl)=CC=3)C(C(=O)OC)O,5.126
260,C(=O)(NCCCO)COC1=CC=C(OCCNCC(COC2=CC=CC=C2)O)C=C1,2.069
261,CC(C)CC(NC(C)=O)C(=O)NC(C(=O)NC(C(N)=O)CC1=CC=CC=C1)CCCN,2.097
262,CN(C)C(C(=NOC(=O)N(COC1C(O)C(C(C(C(O)=O)O1)O)O)C)SC)=O,-1.499
263,O=NN(CCCl)C(NC1C(OC(=O)C)C(OC(=O)C)C(C)OC1OC(C)=O)=O,3.183
264,CC(C)C(NC(=O)C1N(CCC1)C(C(N)C(C)C)=O)C(NC(C(=O)O)CC(C)C)=O,-0.245
265,N1(CC(C)SC1=NC2=CC=C(C=C2)Cl)C(=O)C3=CSC4=C3CCCC4,7.079
266,CC1=CC(C(COC(=O)C=CC=2C=CC=C(C=2)OC)=O)=C(C)N1C3=NOC(C)=C3,6.214
267,CN(C)C(N(C)C)=S(I)C=1C(=CC(C)=CC=1)[N+]([O-])=O,1.514
268,C12=C(C(CCNCCNC(=O)CCOCCC3=CC=CC=C3)=CC=C1O)SC(=O)N2,2.913
269,C1(O)=C(C=C(C=C1C(NC=2C(=CC(F)=CC=2)F)=O)Br)Br,6.452
270,C(C)(=NOC(=O)N(C)SN(C)C(OCCCCCCCCCC)=O)SC,7.674
271,N(C(NC=1C=CC=CC=1)=O)CCNCC(O)COC2=CC=C(C3=NC=CN3)C=C2,2.382
272,CC(C)CC(C(O)=O)NC(C(NC(C(N)CC(=O)O)=O)CC1=CC=CC=C1)=O,1.585
273,C(C)OP(OCC)(=S)SCSP(OCC)(OCC)=S,6.379
274,ClC(Cl)(Cl)C(N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O)NC=O,3.958
275,CCOC=1C(=CC(=CC=1OCC)C(=O)NC2=CC=C(OC)C(OC)=C2)OCC,5.528
276,C1CN(CCC1C(=O)NC(C)C=2C=CC=CC=2)S(=O)(=O)N3CCC(CC3)C,5.326
277,CCN(CC)S(=O)(=O)C1=CC=C(C=C1)C(=O)N2CCNC(=O)C2CC(=O)OC,2.631
278,N12C(=O)C(NC(CC3=CC=CS3)=O)(OC)C1SCC(COC(=O)N)=C2C(=O)O,1.379
279,O=S(=O)(N)C=1C=C(C(=CC=1Cl)NCC=2OC=CC=2)C(=O)OCC(N(C)C)=O,2.74
280,FC(F)(F)C1=CC=CC=C1NC(C23C(C)(C)C(C4=NC=5C=CC=CC=5N=C24)(CC3)C)=O,7.531
281,O=C1NC=2C(=CC=C(CCNCCCCCCNC(=O)NC=3C=CC=CC=3)C=2S1)O,2.612
282,C12(CC(C3(F)C(C1CC(C2(OC(=O)CC)C(=O)C)C)CC=C4CC(=O)C=CC34C)=O)C,4.578
283,O=S(=O)([O-])CCCC[N+](C)(C)CCCC1=CC=C(C=C1)CCCCCC,2.995
284,ClC(Cl)=CC1C(C)(C)C1C(OC(C2=CC=C(C(OC=3C=CC=CC=3)=C2)F)C#N)=O,7.165
285,CC(C)CC(C(=O)N)NC(=O)C(NC(=O)C(NC(=O)C)CC(=O)O)CC=1C=CC=CC=1,1.818
286,C(C(NC(CNC(CNC(=O)C(N)CC=1C=CC=CC=1)=O)=O)C(=O)O)C=2C=CC=CC=2,-0.4
287,C1COCCN1C(CN2C=3C=CC=CC=3C(=C2)C(C(N(CC)C=4C=CC=CC=4)=O)=O)=O,2.828
288,C=1N(C)C(CC(COC(C2=CC=CC=C2)=O)C(C(=O)OCC3=CC=C(C)C=C3)CC)=CN=1,5.949
289,O=S1(=O)NC(C2C3CC(C=C3)C2)NC=4C=C(Cl)C(=CC1=4)S(=O)(=O)N,3.341
290,C=1C2(C)C3(C(CC4(C(O)(C(C)CC4C3CC=C2CC(=O)C=1)C(NC)=O)C)O)F,2.566
291,C(C)(=NOC(=O)N(C)SN(C(C1=C(C=CC=C1Cl)Cl)=O)C)SC,4.171
292,C1=CN(C)C=C(C1)C(=O)OC2(C3(C)CCC4C5CCC(CC5=CCC4C3CC2)=O)C#C,5.86
293,N=C1NC(=N)C(=CN1)CC2=C(C=C(Br)C(=C2)OC)Br,5.06
294,FC(F)(F)C=1C=C(C=C(C(F)(F)F)C=1)C(NC=2C=C(C=C(C(N)=O)C=2)C(=O)N)=O,5.803
295,C1CN(CCO1)C(=O)C=C(C2=CC=C(C=C2)Cl)C3=CC=C(OC)C(=C3)OC,4.627
296,CC(C)CC(NC(=O)C(CC(=O)O)NC(C(N)CC=1C=CC=CC=1)=O)C(O)=O,1.973
297,C=1C2(C)C3(C(CC4(C(C(NCC)=O)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,3.549
298,O1C2=C(CC1C(C)=C)C3=C(C(C4C5=CC(=C(OC)C=C5OCC4O3)OC)=O)C=C2,5.002
299,CN(C)CC=1OC(CSCCN=C2NC(C(CC=3C=NC(=CC=3)C)=CN2)=O)=CC=1,3.195
300,FC(F)(F)C1=CC=C(OC=2C=C(C(C)=NOCC(=O)O)C([N+]([O-])=O)=CC=2)C(=C1)Cl,5.644
301,O(C1=C(C(=C(C(Cl)=C1)Cl)Cl)Cl)C2=C(Cl)C=CC(=C2Cl)Cl,8.216
302,C1=CC(CC2=C(C)CC3C(C(CC4(C3CCC4(OC(C)=O)C(=O)C)C)O)(F)C12C)=O,3.135
303,OC1=C2C(=COC(=O)N)C3(N(C2=C(O)C(=C1N=C4NC=C(S4)C)C)CC5C3N5)OC,2.499
304,C1(C(C(OC(C(NC(=O)C2N(C)CC(C2)CCC)C(C)O)C1O)SC)O)O,1.829
305,ClC(Cl)=CC1C(C)(C)C1C(OCC2=CC=CC(=C2)OC3=CC=CC=C3)=O,7.834
306,FC(F)(F)CN1C2=CC=C(C=C2C(=NCC1=S)C=3C(F)=CC=CC=3)Cl,5.262
307,O=S1(=O)C=2C(NC(CCC(=O)O)=N1)=C(C=C(C=2)Br)Br,2.848
308,C1CN(CCC1N2C(NC3=CC(=CC=C23)Cl)=O)CCCN4C(NC=5C4=CC=CC=5)=O,5.347
309,O=S(=O)(C1=CC=C2C(N(C3=CC=CC=C3S2)CCC4N(CCCC4)C)=C1)N,6.671
310,C1C2(C)OC3C4(OO2)C(C(C)CCC4CC(=O)N3CC5=CC=C(C=C5)Cl)C1,5.727
311,C1CC(C(CC=2C(C=CC=3C=C(C(OC)=C(C=3C1=2)OC)OC)=NC(=O)C)O)=O,2.392
312,C12=CC=3OCOC=3C=C1C(O)C4C(C(=O)OC4)C2C=5C=C(C(=C(OC)C=5)OC)OC,3.354
313,CC(C)C(NC(=O)C(NC(OCC=1C=CC=CC=1)=O)CC=2C=CC=CC=2)C(=O)O,4.501
314,C=1(C)C2(O)C(C(OC(C)=O)C=1)C3(CC(OC(C(=CC)C)=O)C4C(C(=O)OC24)=C)CO3,2.334
315,O=S(=O)(C=1C=C2S(=O)(=O)NC(NC2=CC=1Cl)CSCC=C)N,2.747
316,CC(C)OC(C1C(C(C(OCCOC)=O)=C(C)N=C1C)C=2C=C([N+](=O)[O-])C=CC=2)=O,4.712
317,C=12C(=CC=C(OC)C(C=1)=O)C3=C(C=C(C(OC)=C3OC)OC)CC(C2NC(C)=O)O,1.766
318,CC(C)N(C(C)C)CCC(C=1C(=CC=CC=1)Cl)(CCN2CCCCC2)C(=O)N,5.709
319,CN(C)C1=CC=C(C(C2=CC=C(C=3C=CN=CC=3)C=C2)(O)CN4C=NC=C4)C=C1,4.196
320,O=C(CN1C(=O)C2(C3=CC=CC=C13)C4=C(NN=C4CCC)OC(=N)C2C(OC)=O)N,6.764
321,CC(C)C(OCC1C(O)C(N2C=C(C(NC2=O)=O)I)O1)=O,2.47
322,O=S(=O)(C=1N=C(N(C=2C=CC=CC=2)N=1)C)NC3=C(Cl)C(=CC=C3Cl)C,5.933
323,C1CC(CCC1)N(S(=O)(=O)C2=CC=CC=C2)CC(NC(C)C3=CC=CC=C3)=O,5.629
324,C1(=C2C(=C3C(CC(CC3=O)(O)C(CO)=O)=C(O)C2=C(C=4C=CC=C(C1=4)OC)O)O)O,4.225
325,C1(=C(C=C(C(=C1)Br)Br)Br)Br,6.455
326,CC1(C)C2(C(C(C34C(C(C)(O)C2C5OC15)(O)CCC(C(C)(O)C3)C4O)O)O)O,0.934
327,O(C(C)=O)C=1C2=C(COC(=O)NC)C=3C(=C(C(Cl)=C(C=3N2CC=1)O)OC)O,4.181
328,C(NC(C(CC)C)C(NC(C(O)=O)CC1=CC=CC=C1)=O)(=O)C(N)CCC(=O)O,1.901
329,O=C1N(C=2C(=CC(Cl)=CC=2)Cl)C(=C3C1N(CC(NC=4C=CC=CC=4)=O)N=N3)O,5.766
330,CC=1N(CC2CCCO2)C(C)=C(C=1)C(COC(C=3C(OC)=CC(OC)=CC=3)=O)=O,5.483
331,C1=C(C=CC(OC=2N=C3C(=NC=2)C=C(C=C3)Cl)=C1)OC(C)C(OCC4OCCC4)=O,5.923
332,CC(C)(C)C=1C=C(N(CC=2C=CC=CC=2)N=1)C=3ON=C(C=4N=CC(C(F)(F)F)=CC=4)N=3,8.385
333,ClC(Cl)(Cl)C1=NC(N=C(C(Cl)(Cl)Cl)N1)=NCC=2C=CC=CC=2,6.165
334,O(C=1C=CC=CC=1)P(OC=2C=CC=CC=2)(OCCCCCCCC(C)C)=O,6.862
335,CC(C)CC(C(NC(C(O)=O)C(C)C)=O)NC(C(N)CC=1C=CC(=CC=1)O)=O,-0.372
336,C1=CC(=CC=C1)CC(NC(CNC(=O)C(CC2=CNC=3C=CC=CC2=3)N)=O)C(O)=O,2.571
337,CC1(C)CC2=C(O1)C(OC(N(SN(C)C(C3=CC=C(C=C3)Cl)=O)C)=O)=CC=C2,4.878
338,CC(C)N1C(=C(C=2C1=CC=CC=2)C=3C=CC(=CC=3)F)C=CC(CC(O)CC(=O)O)O,5.861
339,N=C1OC=2NN=C(C3=CC=C(C=C3OCC)OCC)C=2C(C4=CC=CO4)C1C#N,5.872
340,O1C(=N)C(C(C2=CC=C(OCC3=CC=CC(=C3)F)C(=C2)OC)C4=C(NN=C14)C)C#N,5.962
341,O=S(=O)(NC1=C(Cl)C=CC(=C1Cl)C)C2=NN3C(=CC(=NC3=N2)OC)OC,4.132
342,C1(C2(C(CC1OC(C)=O)(C3CCC4C(C3CC2)(CCC(O)C4)C)O)C)C=5CC(=O)OC=5,3.239
343,C=1C=CC=C(C(N(C)CC=2C=CN(CC)N=2)=O)C=1COC=3C(=CC(=CC=3)F)F,6.578
344,C1=2C=3C(OC)=C(C(OC)=CC=3CCC(NC(C)=O)C1=CC(=O)C(OC)=CC=2)OC,2.508
345,COC1=NC(N=C(OC)N1)=NC(NS(=O)(=O)C=2SC=CC=2C(OC)=O)=O,2.77
346,C1=C(C=CC(=C1)C(C=2C=CC(=CC=2)Br)(C(OC(C)C)=O)O)Br,6.971
347,O=C(O)C=1N2C(C(NC(C(OC(C)=O)C=3C=CC=CC=3)=O)C2=O)SCC=1C,2.927
348,CC1(C)CC2=C(O1)C(OC(N(SN(C(C=3C=CC=CC=3)=O)C)C)=O)=CC=C2,4.886
349,FC(F)(F)C1(C(F)(F)F)C=C(N(C(C1C#N)=N)C2=CC=C(C=C2)C(N)=O)C,5.895
350,C1CN(CCO1)CCC(=O)N2C3=CC=CC=C3SC4=CC=C(C=C24)NC(=O)OCC,4.384
351,FC(F)(F)C1=CC=C(C(=C1)Cl)OC=2C=C(OC(C(OCC)=O)C)C([N+](=O)[O-])=CC=2,6.305
352,C1C2(C)OC3C4(OO2)C(C(C)CCC4CC(N3CCCC5=CC=CC=C5)=O)C1,5.84
353,CC(C)C(NC(C(N)CC=1C=CC(=CC=1)O)=O)C(=O)NC(C(O)=O)CC=2C=CC=CC=2,0.136
354,C(C1C(C=CC2=CC(CC(C12)OC(=O)C(CC)C)C)C)CC(O)CC(O)CC(=O)O,5.503
355,C1CN(CCN1CCOS(=O)(=O)O)C(=O)CN2C(=O)SC=3C2=CC(Cl)=CC=3,0.144
356,ClC(Cl)(Cl)C1NC=2C=C(C(=CC=2S(=O)(=O)N1)S(=O)(=O)N)Cl,3.198
357,ClCC1(CCl)C2(C(Cl)C(Cl)C1C(C2Cl)Cl)C(Cl)Cl,6.992
358,C(OCCSCCC1=CC=CC=C1)CCNCCC2=C3C(=C(O)C=C2)NC(=O)S3,3.431
359,O=S(=O)(N(CC)CC)NC1C=C2C(N(CCC)C1)CCC3=CC=C(C=C23)O,3.674
360,OC1CC2C(CC1)(C3CC(O)C4(C(CCC4(C3CC2)O)C=5CC(=O)OC=5)C)C,2.161
361,C=1C2(C)C3(C(CC4(C(C(NCCC)=O)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,4.163
362,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC(=CC=C3)C(OCC(C4=CC=C(C=C4)F)=O)=O,6.096
363,O=C1NC(NC=C1CC=2C=C3C(=CC=2)OCO3)=NCCSCC=4NC=NC=4C,3.544
364,C1CN(CCN1CCC=C2C3=CC(=CC=C3SC=4C2=CC=CC=4)Cl)CCO,5.615
365,C=1C=CC=C(F)C=1C=2C=3C(=CC=C(I)C=3)N(C(=O)CN=2)C,4.541
366,C1CC(CCN1CC(COC2=CC=C(F)C=C2)O)N(C)C3=NC=4C(=CC=CC=4)S3,6.21
367,ClC(Cl)(Cl)C=1N=C(N=C(N=1)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,5.454
368,CC(C)(C)NC(=S)NC1=C(C=C(OC=2C=CC=CC=2)C=C1C(C)C)C(C)C,7.345
369,C1=C2C(C=3C(=CC=CC=3)N2CC(CN(S(=O)(=O)C)C=4C(=CC(=CC=4)C)C)O)=CC=C1,6.156
370,O=S(=O)(C1=CC=C(N)C=C1)N=C2NC=C(Br)C=C2Br,4.016
371,C1CCC2=C(C(C=3C=CC=C(C=3)OC)C(C(C)=N2)C(OCC4CCCO4)=O)C1=O,4.621
372,C12CCC(C1(C)CC(C3C2CC=C4CC(=O)CCC34C)=O)(C(=O)COC(=O)C)O,3.595
373,CCOP(OCC)(=S)OC1=CC(=C(C=C1Cl)Br)Cl,8.444
374,C12(C(CCC1(C(=O)COC(=O)CCC)O)C3C(C(O)C2)C4(CCC(CC4=CC3)=O)C)C,3.899
375,CN(C)C(N(C)C)=S(C1=CC=C(Br)C=C1)I,1.231
376,C=1C=CC=C(C=1)CCOCCCCCCNCCC=2C=CC(O)=C3NC(SC=23)=O,3.847
377,C=1(C=C(Cl)C(=CC=1OC=2C(Cl)=C(Cl)C=C(C=2Cl)Cl)Cl)Cl,8.165
378,FC(F)(F)C1=CC(S(=O)(=O)N2CCN(CC2)C(NC(C)C)=S)=CC=C1,5.209
379,CC(C)C(NC(C(CC1=CC=CC=C1)NC(=O)C(N)CCCCN)=O)C(O)=O,1.935
380,C1CCCN1C2=C(C3=C(N4C(C(=CC4)OC(C)=O)=C3COC(=O)NC)C(O)=C2)O,2.95
381,C1CN(CCN1C2=CC=CC=C2OC)CCCNC=3N(C)C(N(C(=O)C=3)C)=O,3.042
382,FC(F)(F)C1=NC(C(F)F)=C(C(=O)OC)C(CC(C)C)=C1C=2SCCN=2,5.117
383,C1(C(C(OC(C(NC(=O)C2N(CC(C2)CC)C)C(C)O)C1O)SC)O)O,0.191
384,C1=CC(=CC=C1)CC(NC(C(NC(=O)C(CC=2N=CNC=2)N)C(CC)C)=O)C(O)=O,1.893
385,C1=2C(CCC=C1)C(=O)N(C=3C=C(OCC(=O)OCCCCC)C(Cl)=CC=3F)C=2O,6.599
386,ClC1(Cl)C2(C3C(C1(C=C2Cl)Cl)C(C(C3Cl)Cl)Cl)Cl,7.558
387,C1CC(CCN1CCC2=CC=CS2)(COC)N(C3=CC=CC=C3)C(CC)=O,5.395
388,COC1=CC=2N3C(CC4OCC=C5CN6C7CC5C4C3C7(CC6)C=2C=C1OC)=O,2.851
389,CN(C)C(N(C)C)=S(C1=CC(=CC(Cl)=C1)Cl)I,2.275
390,C(CCSCCNCCC1=C2C(=C(O)C=C1)NC(=O)S2)OCCC3=CC=CC=N3,3.081
391,CC(C)C(NC(=O)C(NC(=O)C(CCCN)NC(=O)C)C(CC)C)C(N)=O,1.597
392,C1CN(CCN1C(C=2C(F)=CC=CC=2F)=O)C3=CC=C(C=C3F)C(=O)C=4C=CC=CC=4,6.805
393,ClCC1(CCl)C2C(Cl)C(Cl)C1(CCl)C(Cl)(Cl)C2Cl,7.328
394,O(C=1C(=CC(=CC=1)C=NN(C)C(NCCCC)=S)OC)CC2=CC=C(C=C2)Cl,8.167
395,C1CN(CCN1C=2C(=CC3=C(N(C=C(C(O)=O)C3=O)C=4C=CC(=CC=4)F)C=2)F)C,2.358
396,O=S(=O)(C1=C(C=C(NCC=2OC=CC=2)C(C(=O)OCOC(CC)=O)=C1)Cl)N,4.351
397,C1(=O)C(C2N1C(C(=COC(C)=O)CS2)C(=O)O)NC(CSC=3C=CN=CC=3)=O,0.269
398,C1CCCCN1C(=O)CN2C(=O)N(C(=O)N2CC(=O)N3CCCCC3)C=4C=CC=CC=4,3.915
399,C1=2OC(=O)C=C(C)C1=CC=C(OC(=O)C=3C=C(C(=C(OCC)C=3)OCC)OCC)C=2,7.619
400,CC1(C)OC2C(O)C(NC(=O)C)C(OC2CO1)OC=3C=4C=CC=CC=4C=CC=3,5.035
401,OC(=O)CC=1C(NC2=C(C=CC=C2I)Cl)=CC=CC=1,6.2
402,CN(C)C(N(C)C)=S(I)C1=CC=C(C(OC)=O)C=C1,0.558
403,O=C(O)C=1N2C(C(NC(C(OC(=O)CC)C=3C=CC=CC=3)=O)C2=O)SCC=1C,2.617
404,C(=O)(O)C1N(C(C(CSC(C2=CC=CC=C2)=O)C)=O)CC(C1)SC=3C=CC=CC=3,5.739
405,O=S(=O)(C=1C(C(OC2COC2)=O)=CC=CC=1)NC(=O)N=C3NC(=CC(=N3)C)C,2.595
406,FC(F)(F)COC1=NC(N=C(OCC(F)(F)F)N1)=NC2=CC=CC=C2OC,7.21
407,O=S1(=O)N=C(SCC(=O)O)NC=2C1=CC(=CC=2Br)Br,2.141
408,CC(C)CC(NC(=O)C(CCSC)N)C(=O)NC(C(=O)O)CC1=CC=CC=C1,0.507
409,C(CC(C1CCC2C3C(O)CC4C(CCC(O)C4)(C3CC(O)C12C)C)C)C(=O)O,3.592
410,C1=2C=CC=CC1=C3C(OC(C=C3CSC4=NN=C(C=5C=CC(OC)=CC=5)N4N)=O)=CC=2,5.463
411,CC1(C)C2C(C3=C(O)C=C(C(C)(C)CCCCCC)C=C3O1)CC(=CC2)CO,9.082
412,CC(C)CC(C(=O)NC(C(=O)O)CC=1C=CC(O)=CC=1)NC(=O)C(N)CC(C)C,0.095
413,FC(F)(F)C=1C=C2NC(CCCCCC)NS(=O)(=O)C2=CC=1S(=O)(=O)N,4.135
414,CC(C)(CCCCCC)C1=CC=C(C(O)=C1)C2C3CC(O)CCC3CC(O)C2,7.59
415,O=C1SC=2C(=C(C=CC=2CCNCCCOCCOCCC3=CC=CC=C3)O)N1,2.553
416,C=1N=CC(=CC=1)CNC(CN2C(=C([N+](=O)[O-])N=C2)I)=O,1.945
417,CC1=CC(C(=O)CSC=2N=CN=C3SC(=C(C=23)C)C)=C(C)N1CCOC,6.259
418,C(CC)CCC(=O)OCC(CC=1N(C=NC=1)C)C(C(=O)OCC2=CC=CC=C2)CC,6.004
419,CC(C)CC(C(=O)NC(C(NC(CC=1C=CC=CC=1)C(N)O)=O)C=O)NC(C)=O,1.586
420,CC(C)N(CC=1OC(=NN=1)C2=CC=C(Cl)C=C2)C(C3OC=4C(OC3)=CC=CC=4)=O,5.508
421,C=1(C(=CC(Cl)=C(C=1)Br)OP(OC)(=S)C2=CC=CC=C2)Cl,7.411
422,CC(C)C(NC(C(NC(=O)C(CC=1C=2C=CC=CC=2NC=1)NC(C)=O)C)=O)C(N)=O,1.104
423,CC(C)CC(NC(C(CC1=CC=CC=C1)NC(C(N)CCCCN)=O)=O)C(O)=O,2.526
424,C12=C(C(CCNCCCCCC(=O)NCCC3=CC=CC=C3)=CC=C1O)SC(=O)N2,2.623
425,FC(F)(F)C=1C=C(Cl)C(=NC=1)OC=2C=CC(=CC=2)OC(C(OCCOCC)=O)C,5.718
426,C(C(=O)C1(C2(CC(C3C(CC=C4CC(=O)C=CC34C)C2CC1)O)C)O)OC(C)=O,3.28
427,C1=C(C(O)=C2C(OC(C)CC2=C1Cl)=O)C(NC(CC3=CC=CC=C3)C(O)=O)=O,6.139
428,ClC(Cl)C1(CCl)C2(C(C(C1CC2(Cl)Cl)Cl)Cl)CCl,7.142
429,CC1(C)C(N2C(=O)C(NC(C(C=3C=CC=CC=3)S(=O)(=O)O)=O)C2S1)C(O)=O,2.006
430,O=S(=O)(C1=CC=CC=C1)C2=C(N)N(CC=3C=CC(=CC=3)F)C4=NC(=C(C#N)N=C24)C#N,5.18
431,C=1(C(=CC=CN=1)C(OCC(NC2=C(C)N(N(C=3C=CC=CC=3)C2=O)C)=O)=O)SC,5.054
432,CC(C)(C)N(C(C1=CC=CC(I)=C1)=O)NC(=O)C=2C=CC=CC=2,5.175
433,OCC(=O)C1(CCC2C3C(C(O)CC12C)C4(CCC(CC4=CC3)=O)C)OC(CC)=O,4.035
434,CC(C)OC=1C(=C(N(C)C=1C(N=C2NNN=N2)=O)Br)Br,4.284
435,CC(C)C(N)C(NC(CC1=CC=CC=C1)C(NC(CC=2C=CC(=CC=2)O)C(O)=O)=O)=O,0.173
436,O=S(=O)(C1=CC=CC=C1)SCC(CSS(=O)(=O)C2=CC=CC=C2)N(C)C,5.079
437,CC(C)OC(=O)C=1C2C3C(C4(CCC(O4)=O)CC3)(C)CCC2C5(C)C(CC(=O)CC5)C=1,4.985
438,C1(C(C(OC(C(NC(=O)C2NCC(CCC)C2)C(C)O)C1O)SC)O)O,2.037
439,ClC1(Cl)C2(Cl)C3C(C1(C(Cl)=C2Cl)Cl)C(Cl)C(Cl)C3,7.483
440,ClC(Cl)C12C(CCl)(CCl)C(CC1(Cl)Cl)C(Cl)(Cl)C2,6.383
441,CN(C)S(=O)(=O)C1=CC=C(N(C(CCI)=O)C)C=C1,2.796
442,C=12C(N(C3=NN=C(C)S3)C(C=1OC4=CC=CC=C4C2=O)=O)C=5C=CC=C(OCC=C)C=5,5.677
443,C(CC)CCSCS(=O)CC(NC(C=CC=1C(NC(NC=1C)=O)=O)=O)CO,2.136
444,O=S1(=O)N=C(CCCC(O)=O)NC=2C1=CC(=CC=2Br)Br,2.868
445,C=1C=2C(C(CC(C=2)O)OC(=O)C(CC)C)C(CCC3OC(=O)CC(O)C3)C(C)C=1,3.836
446,C(C)N(CC)C(C=1SC(=C(C=1C)C(OC)=O)NC(C=2C=C(OC)C=C(OC)C=2)=O)=O,7.588
447,C=1C2(C)C3(C(CC4(C(C(NCC#C)=O)(O)C(C)CC4C3CC=C2CC(=O)C=1)C)O)F,3.755
448,O=S(=O)(C1=C(C(=O)OC)SC=C1)NC(N=C2N=C(C)NC(OC)=N2)=O,2.81
449,C=1C=CC=C(OC2C(N(CC3=CC=C4C(OCO4)=C3)C2=O)C=5C=C6OCOC6=CC=5)C=1C,5.783
450,FC(F)(F)C1=CNC(=NC=2C([N+]([O-])=O)=CC(=CC=2Cl)[N+](=O)[O-])C(Cl)=C1,5.016
451,C(C(=CC)C(OC1C2C(OC(=O)C2=C)C=C(C)C3(OC(C1)(C)C=C3)O)=O)OC(C)=O,2.495
452,CC1(C)OC2C(C)(C3CCC(C)C4(CCC5(CC(=O)OC5)O4)C3(CC2)C)CO1,5.723
453,CN(C)C(=S)S[Fe](SC(=S)N(C)C)SC(=S)N(C)C,-0.536
454,C1(F)=CC=C(C=C1)C(C=2C=CC(F)=CC=2)N3CCN(CC3)CC=CC4=CC=CC=C4,7.344
